cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.6
mode : test
m : TSD
prev_z_method : separate
dataset : kvret
seed : 0
intent : all
vocab_size : 1400
embedding_size : 50
hidden_size : 50
split : None
lr : 5e-05
lr_decay : 0.5
vocab_path : ./vocab/vocab-kvret.pkl
train : ./data/kvret/kvret_train_public.json
dev : ./data/kvret/kvret_dev_public.json
test : ./data/kvret/kvret_test_public.json
entity : ./data/kvret/kvret_entities.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 5
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
cuda : True
spv_proportion : 100
alpha : 0.0
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : models/kvret-rl.pkl
result_path : results/kvret.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
63,0,tell me all the event and meeting scheduled on my calendar for today,today EOS_Z1,EOS_Z1,your next meeting is at time_SLOT .,today you have a time_SLOT meeting with party_SLOT to agenda_SLOT .,14,12,True
136,0,will there be clear sky in san francisco on friday ?,clear sky ; friday ; san francisco EOS_Z1,clear sky ; friday ; san francisco EOS_Z1 weather_attribute,it will be weather_attribute_SLOT in san francisco on friday .,on friday on san francisco the weather will be weather_attribute_SLOT with a high of temperature_SLOT .,12,17,True
42,0,"remind me about my yoga activity with mother on the 15th of this month , it is at 3pm .",15th ; mother ; yoga activity ; 3pm,15th ; mother ; yoga activity ; 3pm EOS_Z1,"okay , i will be attending you the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of","okay , i will remind you of your yoga activity with your mother scheduled on the 15th of this month .",21,22,True
172,0,i need the quickest route to a pizza restaurant near me .,pizza restaurant EOS_Z1,pizza EOS_Z1,"the nearest pizza restaurant is poi_SLOT , distance_SLOT away .",there is n't any traffic to poi_SLOT at address_SLOT it will be a distance_SLOT drive .,13,17,True
159,0,what time is my doctor 's appointment and who is going with me ?,doctor EOS_Z1 date time,doctor EOS_Z1 party time,your doctor 's appointment is on date_SLOT at time_SLOT .,"your doctor 's appointment at time_SLOT , your party_SLOT will be going .",15,14,True
62,0,what will be the temperature in manhattan on wednesday ?,wednesday ; manhattan EOS_Z1,wednesday ; manhattan EOS_Z1,the temperature in manhattan will be weather_attribute_SLOT in manhattan .,it appears a if there will be a low of temperature_SLOT and a high of temperature_SLOT .,11,18,True
107,0,where doe my friend live ?,friend EOS_Z1,friend EOS_Z1,your friend address is address_SLOT ave .,tom life at address_SLOT ave .,7,7,True
295,0,what is the date and time for my yoga activity ?,yoga activity EOS_Z1 date time,yoga activity EOS_Z1 date time,your next yoga activity is on date_SLOT at time_SLOT .,you have two yoga activity scheduled . one on date_SLOT at time_SLOT and another on the date_SLOT at time_SLOT .,12,21,True
292,0,"please give me the address and direction to home within 5 mile of here , avoiding all heavy traffic .",home EOS_Z1 traffic_info,home EOS_Z1,"the address is address_SLOT , there is traffic_info_SLOT on the route to poi_SLOT .",i 'm sorry the only route home ha heavy traffic . it will be a distance_SLOT drive to 10ames street,21,21,True
118,0,info about football please .,football EOS_Z1 date time,football EOS_Z1 date event party time,your football game is on date_SLOT at time_SLOT .,your event_SLOT is on date_SLOT at time_SLOT with your party_SLOT .,6,12,True
87,0,will it be foggy on tuesday in redwood city ?,foggy ; tuesday ; redwood city EOS_Z1,foggy ; tuesday ; redwood city EOS_Z1 weather_attribute,it will be foggy in redwood city on tuesday .,it will be weather_attribute_SLOT but not foggy in redwood city on tuesday .,11,14,True
218,0,what time is the doctor appointment and who is attending ?,doctor appointment EOS_Z1 date time,doctor appointment EOS_Z1 party,your doctor 's appointment is on date_SLOT at time_SLOT .,"which one ? i have two , one with your party_SLOT on the date_SLOT , and one with party_SLOT on the date_SLOT .",12,24,True
47,0,is it gon na snow in durham during the week ?,snow ; week ; durham EOS_Z1,snow ; week ; durham EOS_Z1,there will not be snow in durham on the week .,durham doe not have any snow predicted this week .,12,11,True
226,0,schedule a conference with the bos for this month on the 5th at 1pm .,5th ; conference ; 1pm EOS_Z1,bos ; conference ; 1pm EOS_Z1,"okay , setting a reminder for your conference with the 5th at 1pm on the 5th .","okay , i am scheduling a conference with your bos for the 5th of this month at 1pm .",16,20,True
9,0,what is the highest temperature in brentwood over the next two day ?,highest temperature ; brentwood EOS_Z1,highest temperature ; brentwood EOS_Z1,the highest temperature in brentwood is predicted to be temperature_SLOT on the highest temperature in the next week .,it will be temperature_SLOT on tuesday in brentwood .,14,10,True
230,0,hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon,jon ; tennis activity ; 5pm EOS_Z1,10th ; jon ; tennis ; 5pm EOS_Z1 date,"okay , setting a reminder for tennis at 5pm on the jon .","okay , scheduling a reminder for your tennis activity at 5pm on the date_SLOT with jon",21,17,True
0,0,remind me to take my pill,EOS_Z1,EOS_Z1,"there is a traffic_info_SLOT , i 'm sorry , you should be able to get there ?",what time do you need to take your pill ?,7,11,True
142,0,schedule a dentist appointment at 3 next month on the 12th,12th ; dentist appointment EOS_Z1,12th ; dentist appointment ; 3pm EOS_Z1 time,"okay , setting a reminder for your dentist appointment on the 12th .","i 've scheduled a dentist appointment for time_SLOT on the 12th , anything else ?",12,16,True
185,1,the weather in cleveland on thursday will have weather_attribute_SLOT and a high of temperature_SLOT . EOS_M thanks,thursday ; cleveland EOS_Z1,thursday ; cleveland EOS_Z1,you 're welcome .,anytime !,18,3,True
41,1,"on friday , the highest temperature in mountain view is predicted to be temperature_SLOT EOS_M thanks .",highest temperature ; friday ; mountain view EOS_Z1,highest temperature ; friday ; mountain view EOS_Z1,you 're welcome .,anytime,18,2,True
283,1,your next meeting is with your party_SLOT on the date_SLOT at time_SLOT . EOS_M thank you .,meeting EOS_Z1,meeting EOS_Z1,you are welcome .,you 're welcome .,18,5,True
267,1,you have a conference on the date_SLOT at time_SLOT with party_SLOT EOS_M thanks,conference EOS_Z1,conference EOS_Z1,you are welcome .,happy to help,14,4,True
281,1,your lab appointment is at time_SLOT with party_SLOT and another one at time_SLOT with party_SLOT . EOS_M thanks !,lab appointment EOS_Z1,lab appointment EOS_Z1,you are welcome .,my pleasure .,20,4,True
167,1,this week the highest temperature in cleveland will be temperature_SLOT on saturday EOS_M thank you .,highest temperature ; cleveland EOS_Z1,highest temperature ; cleveland EOS_Z1,you 're welcome .,you 're welcome !,17,5,True
188,1,"okay , scheduling a swimming activity with your brother for the 7th at 11am . EOS_M great , thank you .",7th ; brother ; swimming activity ; 11am,7th ; brother ; swimming activity ; 11am EOS_Z1,you 're welcome .,glad to help,22,4,True
222,1,"in san mateo it will be weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday EOS_M okay , thank you",san mateo EOS_Z1,san mateo EOS_Z1,you 're welcome !,you 're welcome,20,4,True
152,1,you have two event_SLOT scheduled . one on date_SLOT at time_SLOT and the other on the date_SLOT at time_SLOT . EOS_M thank you kindly .,swimming EOS_Z1,swimming activity EOS_Z1,you are welcome .,no problem .,26,4,True
89,1,yoga is with party_SLOT at time_SLOT . EOS_M thanks .,yoga EOS_Z1,yoga EOS_Z1,you are welcome .,you are welcome .,11,5,True
245,1,monday in fresno will have the highest temperature of temperature_SLOT EOS_M thank you .,highest temperature ; fresno EOS_Z1,highest temperature ; fresno EOS_Z1,you 're welcome .,you are welcome .,15,5,True
101,1,your dinner is on date_SLOT with your party_SLOT . EOS_M thanks .,dinner EOS_Z1,dinner EOS_Z1,you are welcome,you 're welcome,13,4,True
171,1,"in new york , it will be raining monday and tuesday , snowing wednesday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on friday , weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday . EOS_M then no clear sky for me , i 'm sad.. thank you car !",EOS_Z1,EOS_Z1,you 're welcome !,you 're welcome.. patience !,48,6,True
178,1,"your home is at address_SLOT EOS_M thanks , set the gps for there .",EOS_Z1,home EOS_Z1,"gps is set for poi_SLOT , at address_SLOT",no problem,15,3,True
63,1,today you have a time_SLOT meeting with party_SLOT to agenda_SLOT . EOS_M thank you .,today EOS_Z1,EOS_Z1,you are welcome .,you are welcome .,16,5,True
136,1,on friday on san francisco the weather will be weather_attribute_SLOT with a high of temperature_SLOT . EOS_M thanks .,clear sky ; friday ; san francisco EOS_Z1,clear sky ; friday ; san francisco EOS_Z1,you 're welcome .,anytime .,20,3,True
42,1,"okay , i will remind you of your yoga activity with your mother scheduled on the 15th of this month . EOS_M schedule it for 3pm .",15th ; mother ; yoga activity ; 3pm,15th ; mother ; yoga activity ; 3pm EOS_Z1,the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the 15th of the,setting reminder for yoga activity with your mother on the 15th at 3pm,28,14,True
172,1,there is n't any traffic to poi_SLOT at address_SLOT it will be a distance_SLOT drive . EOS_M pick the quickest route and let 's go there please,pizza restaurant EOS_Z1,pizza EOS_Z1,setting navigation to quickest route .,quickest route with traffic_info_SLOT set for poi_SLOT . have a great day .,28,14,True
159,1,"your doctor 's appointment at time_SLOT , your party_SLOT will be going . EOS_M okay perfect , thank you !",doctor EOS_Z1,doctor EOS_Z1,you are welcome,happy to help,21,4,True
62,1,it appears a if there will be a low of temperature_SLOT and a high of temperature_SLOT . EOS_M thank you car !,wednesday ; manhattan EOS_Z1,wednesday ; manhattan EOS_Z1,you 're welcome !,you 're welcome !,23,5,True
107,1,tom life at address_SLOT ave . EOS_M ok set the gps . thanks .,friend EOS_Z1,friend EOS_Z1,"gps is set for poi_SLOT , at address_SLOT , and there is traffic_info_SLOT .","i did , you 're welcome !",15,8,True
295,1,you have two yoga activity scheduled . one on date_SLOT at time_SLOT and another on the date_SLOT at time_SLOT . EOS_M thank you .,yoga activity EOS_Z1,yoga activity EOS_Z1,you are welcome .,have a great day .,25,6,True
292,1,i 'm sorry the only route home ha heavy traffic . it will be a distance_SLOT drive to 10ames street EOS_M ok that will do . thank you .,home EOS_Z1,home EOS_Z1,you 're welcome !,you 're very welcome !,30,6,True
118,1,"your event_SLOT is on date_SLOT at time_SLOT with your party_SLOT . EOS_M thanks , that 's all .",football EOS_Z1,football EOS_Z1,you are welcome,happy to help,19,4,True
87,1,it will be weather_attribute_SLOT but not foggy in redwood city on tuesday . EOS_M thank you,foggy ; tuesday ; redwood city EOS_Z1,foggy ; tuesday ; redwood city EOS_Z1,you 're welcome !,glad i could help out,17,6,True
218,1,"which one ? i have two , one with your party_SLOT on the date_SLOT , and one with party_SLOT on the date_SLOT . EOS_M the 9th . thank you .",doctor appointment EOS_Z1,doctor appointment EOS_Z1,you are welcome .,the appointment on the 9th is at time_SLOT .,31,10,True
47,1,durham doe not have any snow predicted this week . EOS_M thank you .,snow ; week ; durham EOS_Z1,snow ; week ; durham EOS_Z1,you 're welcome .,you are welcome .,15,5,True
226,1,"okay , i am scheduling a conference with your bos for the 5th of this month at 1pm . EOS_M great , thanks .",5th ; conference ; 1pm EOS_Z1,bos ; conference ; 1pm EOS_Z1,you are welcome .,no problem !,25,4,True
9,1,it will be temperature_SLOT on tuesday in brentwood . EOS_M thank you very much car !,highest temperature ; brentwood EOS_Z1,highest temperature ; brentwood EOS_Z1,you 're welcome !,you 're very welcome !,17,6,True
230,1,"okay , scheduling a reminder for your tennis activity at 5pm on the date_SLOT with jon EOS_M perfect , thank you !",jon ; tennis activity ; 5pm EOS_Z1,10th ; jon ; tennis ; 5pm EOS_Z1,you 're welcome,you are welcome,23,4,True
0,1,what time do you need to take your pill ? EOS_M i need to take my pill at 7pm .,7pm EOS_Z1,7pm EOS_Z1,reminder for 7pm for 7pm .,ok setting your medicine appointment for 7pm,21,8,True
142,1,"i 've scheduled a dentist appointment for time_SLOT on the 12th , anything else ? EOS_M can you confirm you set the dentist appointment for next month on the 12th ?",12th ; dentist appointment ; dentist appointment EOS_Z1,dentist appointment ; 3pm EOS_Z1,the appointment is on the 12th at address_SLOT,i have scheduled the appointment .,32,7,True
141,0,remind me to watch football on sunday,sunday ; football EOS_Z1,football ; sunday EOS_Z1,what time should i set a reminder for sunday ?,what time would like the reminder ?,8,8,True
26,0,what time is my doctor apartment and who is it with ?,doctor EOS_Z1 party time,doctor appointment EOS_Z1 event,your doctor 's appointment is at time_SLOT with party_SLOT .,are you talking about the event_SLOT on date_SLOT or the one on the date_SLOT ?,13,16,True
58,0,will it rain next week,rain ; next week EOS_Z1,rain ; next week EOS_Z1,what city would you like to know if it will rain in ?,what location do you want me to check if it will be rainy ?,6,15,True
201,0,is the weather cloudy right now,cloudy EOS_Z1,cloudy EOS_Z1,what city are you in ?,what city do you want the weather for ?,7,10,True
15,0,is it going to snow this week,snow EOS_Z1,snow EOS_Z1,what city would you like to know if it 's going to snow ?,where should i check for snow ?,8,8,True
302,0,show me direction to the nearest grocery store,grocery store EOS_Z1,EOS_Z1,"the nearest grocery store is poi_SLOT , distance_SLOT away .",the nearest grocery store is located distance_SLOT away at address_SLOT,9,11,True
157,0,will the weather be cloudy next week,cloudy ; next week EOS_Z1,cloudy ; next week EOS_Z1,what city are you interested in ?,"okay , what city should i look in ?",8,10,True
261,0,when is the next cloudy day,cloudy EOS_Z1,cloudy EOS_Z1,what city would you like to know if it 's cloudy ?,what city are you asking about ?,7,8,True
279,0,is it going to snow today,snow ; today EOS_Z1,snow ; today EOS_Z1,what city are you in ?,what city do you wan na know if it will snow today ?,7,14,True
252,0,what 's the temperature going to be for the week,week EOS_Z1,EOS_Z1,what city would you like the weather for ?,in what city are you asking ?,11,8,True
121,0,is it going to be cloudy this week,cloudy EOS_Z1,cloudy EOS_Z1,what city are you in ?,could you please let me know what place i am looking up the data for ?,9,17,True
225,0,please check the weather for this week,EOS_Z1,EOS_Z1,what city would you like the weather for ?,where are you interested in ?,8,7,True
249,0,i need the address to my friend 's house please .,friend EOS_Z1,friend house EOS_Z1,"your friend 's house is distance_SLOT away at address_SLOT , i sent it address on your friend .",poi_SLOT is located at address_SLOT ave .,12,8,True
263,0,are there clear sky in the forecast today,clear sky ; today EOS_Z1,clear sky ; today EOS_Z1,what city are you interested in ?,what location would you like the weather information for ?,9,11,True
110,0,give me weather forecast for today,today EOS_Z1,today EOS_Z1,what city would you like the weather for ?,what city do you want the weather forecast for ?,7,11,True
290,0,is it raining today,today EOS_Z1,rain ; today EOS_Z1,in what city would you like the forecast for ?,what city would you like weather information about ?,5,10,True
221,0,what 's the temperature going to be this week,EOS_Z1,EOS_Z1,what city would you like the weather for ?,what city would you like weather information about ?,10,10,True
146,0,what 's the forecast report,EOS_Z1,EOS_Z1,what city would you like to know the forecast for ?,what city do you want to hear the forecast report from ?,6,13,True
117,0,i need the closest hospital .,hospital EOS_Z1,hospital EOS_Z1,poi_SLOT is distance_SLOT away .,the poi_SLOT is distance_SLOT away at 611ames ave. would you like direction there ?,7,15,True
128,0,where can i find a parking garage ?,parking garage EOS_Z1,parking garage EOS_Z1,poi_SLOT is distance_SLOT away .,poi_SLOT is at 481amaranta ave .,9,7,True
131,0,direction to the grocery store,grocery store EOS_Z1,grocery store EOS_Z1,"the nearest grocery store is poi_SLOT , distance_SLOT away .",poi_SLOT located at address_SLOT is distance_SLOT away although there is a traffic_info_SLOT,6,13,True
24,0,get me direction to a local cafe,EOS_Z1,EOS_Z1,"the nearest cafe is poi_SLOT , distance_SLOT away at address_SLOT",we 're distance_SLOT away from poi_SLOT : would you like to go there ?,8,15,True
48,0,what is the weather like this week,EOS_Z1,EOS_Z1,what city would you like the weather for ?,what city do you want the weather for ?,8,10,True
50,0,check weather forecast for seattle,seattle EOS_Z1,seattle EOS_Z1,"in seattle will be weather_attribute_SLOT , and weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , and weather_attribute_SLOT on sunday , and weather_attribute_SLOT on sunday , and weather_attribute_SLOT on sunday .",for what day would you like to know ?,6,10,True
52,0,can you find me a chinese restaurant that is within 5 mile ?,chinese restaurant EOS_Z1,chinese restaurant EOS_Z1,poi_SLOT is distance_SLOT away at address_SLOT and there is a traffic_info_SLOT . would you like direction there ?,poi_SLOT is distance_SLOT away .,14,6,True
250,0,find me a tea house,tea EOS_Z1,tea EOS_Z1 poi,"the nearest tea place is poi_SLOT , distance_SLOT away .",there is poi_SLOT that 's distance_SLOT away at address_SLOT,6,10,True
182,0,set an appointment to swim next week,next week EOS_Z1,EOS_Z1,what time would you like to know the reminder for ?,what date and time is your swim appointment ?,8,10,True
30,0,give me the forecast for the next 7 day,EOS_Z1,EOS_Z1,what city would you like the forecast for ?,for what city ?,10,5,True
97,0,is it going to snow this week,snow EOS_Z1,snow EOS_Z1,what city are you inquiring about ?,what location do you want to know if it will snow ?,8,13,True
235,0,find out if it 's supposed to rain,rain EOS_Z1,rain EOS_Z1,what city would you like to know if it 's going to rain ?,what city are you wanting to know if it 's going to rain ?,9,15,True
144,0,will you find me the fastest route to a rest stop,rest stop EOS_Z1 traffic_info,rest stop EOS_Z1 traffic_info,poi_SLOT is distance_SLOT away at address_SLOT real .,poi_SLOT is located distance_SLOT away with traffic_info_SLOT . setting direction now to address_SLOT real,12,15,True
298,0,remind me about tennis at 10am at the end of march with martha,martha ; tennis ; 10am EOS_Z1,martha ; tennis ; 10am EOS_Z1,"okay , setting a reminder for your tennis at 10am with martha at 10am .",okay a reminder is set for tennis with martha at 10am . what is the date for the scheduled tennis event ?,14,23,True
141,1,what time would like the reminder ? EOS_M 2pm,sunday ; football EOS_Z1,football ; sunday ; 2pm EOS_Z1,your football game at time_SLOT,i have set a reminder for sunday at 2pm,10,10,True
26,1,are you talking about the event_SLOT on date_SLOT or the one on the date_SLOT ? EOS_M the one on wednesday .,doctor ; wednesday EOS_Z1 party time,doctor appointment ; wednesday EOS_Z1 event party time,your doctor 's appointment is at time_SLOT with party_SLOT .,your event_SLOT on wednesday is at time_SLOT with your party_SLOT .,22,12,True
58,1,"what location do you want me to check if it will be rainy ? EOS_M los angeles , please",rain ; next week ; los angeles EOS_Z1,rain ; next week ; los angeles EOS_Z1,it will rain on sunday in los angeles .,next week it will rain on saturday in los angeles,20,11,True
201,1,what city do you want the weather for ? EOS_M fresno,cloudy ; fresno EOS_Z1,cloudy ; fresno EOS_Z1,"in fresno , it will be cloudy on monday , thursday , and cloudy on saturday , and temperature_SLOT on saturday , and cloudy on saturday , and temperature_SLOT on saturday , and temperature_SLOT on saturday , and temperature_SLOT on",there are no cloud in fresno right now .,12,10,True
15,1,where should i check for snow ? EOS_M corona,snow ; corona EOS_Z1,snow ; corona EOS_Z1,there is no snow in corona .,there will be no snow in corona this week .,10,11,True
302,1,"the nearest grocery store is located distance_SLOT away at address_SLOT EOS_M pick the fastest route and with least traffic , then send the address on my screen please",grocery store EOS_Z1,EOS_Z1,poi_SLOT is located at address_SLOT,poi_SLOT is located at address_SLOT and navigation is set .,29,11,True
157,1,"okay , what city should i look in ? EOS_M grand rapid",cloudy ; next week ; grand rapid EOS_Z1,cloudy ; next week ; grand rapid EOS_Z1,it will be cloudy on saturday in grand rapid .,during the week it will be cloudy in grand rapid only today,13,13,True
261,1,"what city are you asking about ? EOS_M manhattan , please . will it be cloudy on monday ?",cloudy ; monday ; manhattan EOS_Z1,cloudy ; monday ; manhattan EOS_Z1 weather_attribute,it will not be cloudy in manhattan on monday .,"monday will be weather_attribute_SLOT , with low 's of temperature_SLOT and high 's of temperature_SLOT . similar heh .",20,20,True
279,1,what city do you wan na know if it will snow today ? EOS_M please check for oakland .,snow ; today ; oakland EOS_Z1,snow ; today ; oakland EOS_Z1,it will be snow today in oakland .,today is gon na be weather_attribute_SLOT in oakland,20,9,True
252,1,in what city are you asking ? EOS_M durham,week ; durham EOS_Z1,durham EOS_Z1,it will be temperature_SLOT on monday in durham .,"the temperature in durham will be : weather_attribute_SLOT , low of temperature_SLOT , high of temperature_SLOT tuesday . weather_attribute_SLOT , low of temperature_SLOT , high of temperature_SLOT thursday .",10,30,True
121,1,could you please let me know what place i am looking up the data for ? EOS_M boston,cloudy ; boston EOS_Z1,cloudy ; boston EOS_Z1,"it will be cloudy on monday and cloudy on tuesday , and cloudy on tuesday , and cloudy on tuesday , and cloudy on tuesday , and cloudy on tuesday , and cloudy on tuesday , and cloudy on the",this week boston doe not have any weather prediction of it being cloudy,19,14,True
225,1,where are you interested in ? EOS_M will it be stormy in camarillo ?,stormy ; camarillo EOS_Z1,stormy ; camarillo EOS_Z1,it will not be stormy in camarillo this week .,in camarillo it will be stormy on tuesday,15,9,True
249,1,poi_SLOT is located at address_SLOT ave . EOS_M could you please send on my screen the fastest route to get there ?,friend EOS_Z1,friend house EOS_Z1 traffic_info,there is traffic_info_SLOT on the route to poi_SLOT .,"certainly . setting navigation detail now . there 's a traffic_info_SLOT , so take care on the road .",23,20,True
263,1,what location would you like the weather information for ? EOS_M i would like to know about san jose .,clear sky ; today ; san jose EOS_Z1,clear sky ; today ; san jose EOS_Z1,today is predicted to be temperature_SLOT on tuesday in san jose .,"today in san jose there will be an weather_attribute_SLOT , co clear sky .",21,15,True
110,1,"what city do you want the weather forecast for ? EOS_M downtown chicago , please",today ; downtown chicago EOS_Z1,today ; downtown chicago EOS_Z1 weather_attribute,"downtown chicago , it will be weather_attribute_SLOT today and temperature_SLOT and temperature_SLOT today , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on friday , and temperature_SLOT",today in downtown chicago there should be weather_attribute_SLOT with a high of temperature_SLOT,16,14,True
290,1,what city would you like weather information about ? EOS_M i need it for new york .,today EOS_Z1,rain ; today ; new york EOS_Z1,today is predicted in the forecast for the low in the high of temperature_SLOT .,yes the forecast call for rain in new york today .,18,12,True
221,1,what city would you like weather information about ? EOS_M san jose please .,san jose EOS_Z1,san jose EOS_Z1,"the temperature in san jose it will be temperature_SLOT on monday , temperature_SLOT on tuesday , temperature_SLOT on wednesday , temperature_SLOT on friday , temperature_SLOT on friday , temperature_SLOT on friday , temperature_SLOT on friday , temperature_SLOT on friday ,","in san jose , it is expected to be between temperature_SLOT monday and tuesday , temperature_SLOT wednesday , temperature_SLOT thursday , temperature_SLOT friday , temperature_SLOT saturday , and temperature_SLOT on sunday .",15,33,True
