cuda_device : 2
eos_m_token : EOS_M
beam_len_bonus : 0.6
mode : test
m : TSD
prev_z_method : separate
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
split : (3, 1, 1)
lr : 0.0002
lr_decay : 0.5
vocab_path : ./vocab/vocab-camrest.pkl
data : ./data/CamRest676/CamRest676.json
entity : ./data/CamRest676/CamRestOTGY.json
db : ./data/CamRest676/CamRestDB.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
z_length : 8
degree_size : 5
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 2
cuda : True
spv_proportion : 100
max_ts : 40
early_stop_count : 1
new_vocab : True
model_path : models/camrest-rl.pkl
result_path : ./results/camrest-rl.csv
teacher_force : 100
beam_search : True
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
544,0,i am looking for a restaurant in the moderate price range that serves lebanese food .,lebanese moderate EOS_Z1,lebanese moderate EOS_Z1,"<go> i 'm sorry , there are no lebanese restaurants in the moderate price range .",the name_SLOT restaraunt serves lebanese food and is in the moderate price range .,17,15,True
660,0,need a <unk> serving turkish style venue,turkish EOS_Z1,turkish EOS_Z1,<go> there are two restaurants serving turkish food .,"ok , so you would like a turkish restaurant . in what area would you like to eat ?",8,20,True
671,0,"hello , i am looking for a cheap restaurant on the south side of town .",cheap south EOS_Z1,cheap south EOS_Z1,<go> name_SLOT is a cheap restaurant in the south part of town .,there is a place called name_SLOT that specializes in food_SLOT food on the south side of town .,17,19,True
644,0,"hello , i am looking for a thai restaurant on the north side of town .",thai north EOS_Z1,thai north EOS_Z1,<go> name_SLOT is a thai restaurant in the north part of town .,"unfortunately there are no thai restaurants in the north , do you want to change an area to look for ?",17,22,True
666,0,i would like a moderately priced restaurant in the west part of town,moderate west EOS_Z1,moderate west EOS_Z1,<go> there are two restaurants in the west part of town . do you have a preference ?,"there are three moderately priced restaurants in the west part of town . do you prefer food_SLOT , food_SLOT , or food_SLOT ?",14,24,True
632,1,"how about name_SLOT , they are in the moderate price range in the east part of town EOS_M can i get the address , phone number , and postcode ?",moderate east EOS_Z1 address phone postcode,moderate east EOS_Z1 address phone postcode,<go> name_SLOT is located at address_SLOT and their phone number is phone_SLOT . is there anything else i can help you with ?,"their phone number is phone_SLOT . their address is address_SLOT , postcode postcode_SLOT .",31,15,True
578,1,name_SLOT is an pricerange_SLOT thai restaurant in the area_SLOT of town . EOS_M can i have its phone number and postcode ?,thai EOS_Z1 phone postcode,thai EOS_Z1 phone postcode,<go> the phone number is phone_SLOT and postcode is postcode_SLOT . is there anything else i can help you with ?,name_SLOT 's phone number is phone_SLOT and their postcode is postcode_SLOT . can i help you with anything else ?,23,21,True
654,1,name_SLOT 's phone number is phone_SLOT . EOS_M can you tell me what type of food they serve ?,south moderate EOS_Z1 food,moderate south EOS_Z1 food,<go> name_SLOT serves food_SLOT food . is there anything else i can help you with ?,name_SLOT serves food_SLOT food .,20,6,True
649,1,"name_SLOT is a chinese restaurant located in the south part of town in the pricerange_SLOT price range . their address is address_SLOT . EOS_M thank you , goodbye .",chinese south EOS_Z1,chinese south EOS_Z1,<go> thank you,thank you and have a wonderful day !,30,9,True
628,1,name_SLOT serves gastropub food and is in the moderate price range . EOS_M may i please have the phone number ?,gastropub moderate EOS_Z1 phone,gastropub moderate EOS_Z1 phone,<go> the phone number is phone_SLOT . is there anything else i can help you with ?,phone_SLOT will that be all ?,22,7,True
591,1,"i 'm sorry , there is not restaurants matching your request . would you like to try something else ? EOS_M yes , i would like an expensive restaurant that serves british food . can i have the phone number please ?",british expensive EOS_Z1 phone,british expensive EOS_Z1 phone,<go> name_SLOT is an expensive british restaurant in the expensive price range and the phone number is phone_SLOT . can i help you with anything else ?,"how about name_SLOT , they serve british food and are in the expensive price range , their phone number is phone_SLOT .",43,23,True
549,1,"there is name_SLOT in the the north side of town that serves french food . EOS_M what is their address , number , and price range ?",french north EOS_Z1 address pricerange,french north EOS_Z1 address phone pricerange,<go> name_SLOT is located at address_SLOT . is there anything else i can help you with ?,name_SLOT is in the pricerange_SLOT price range . their phone number is phone_SLOT and they are located at address_SLOT . would you like anything else ?,28,27,True
566,1,"there are five expensive restaurants available in the south part of the city . food_SLOT , food_SLOT , food_SLOT , and two food_SLOT restaurants are available . what type of food would you like ? EOS_M mexican will be fine . could i have the address and phone please ?",mexican expensive south EOS_Z1 address phone,mexican expensive south EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,name_SLOT is a mexican restaurant located in the south part of town in the expensive price range . their phone number is phone_SLOT and their address is address_SLOT .,51,30,True
648,1,"there are no matching restaurants EOS_M how about italian ? i would like to go to nice place with great <unk> and expensive , i would like the address , phone number and area",italian expensive EOS_Z1 address phone area phone,italian expensive EOS_Z1 address area phone,<go> name_SLOT is a italian restaurant in the area_SLOT part of town and the phone number is phone_SLOT . is there anything else i can help you with ?,name_SLOT is located at address_SLOT and their phone number is phone_SLOT .,35,13,True
636,1,"there are <unk> chinese restaurants , do you prefer any price range or any area in town ? EOS_M yes , i 'm looking for the address of one in the east part of town .",chinese east EOS_Z1 address area,chinese east EOS_Z1 address,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,"name_SLOT is a great , but pricerange_SLOT , chinese restaurant . they are located at address_SLOT . is there anything else i can do for you ?",37,28,True
665,1,"name_SLOT is a cheap food_SLOT restaurant in the east side . would you like the address or phone number ? EOS_M yes , please . could you tell me both the address and phone number ?",cheap east EOS_Z1 address phone,cheap east EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,"they are at address_SLOT , and their number is phone_SLOT .",37,12,True
613,1,there are two moderately priced restaurants in the north part of town . one specializes in food_SLOT cuisine and the other is a food_SLOT restaurant . EOS_M i want the indian one . what 's the address and phone number ?,indian moderate north EOS_Z1 address phone,moderate indian north EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,the indian restaurant is located at address_SLOT and the phone number is phone_SLOT,42,14,True
609,1,name_SLOT is a nice lebanese place in the area_SLOT . EOS_M can i have the phone number please .,lebanese EOS_Z1 phone,lebanese EOS_Z1 phone,<go> the phone number is phone_SLOT . is there anything else i can help you with ?,their phone number is phone_SLOT . is there anything else i can help you with today ?,20,18,True
587,1,name_SLOT is a moderately priced restaurant in the south area . would you like their information ? EOS_M yes . phone number please,moderate south EOS_Z1 phone,moderate south EOS_Z1 phone,<go> the phone number is phone_SLOT . can i help you with anything else ?,name_SLOT is phone number is phone_SLOT .,24,8,True
577,1,"the name_SLOT is moderately priced and in the south part of town . would you like their location ? EOS_M yes . i would like the location and the phone number , please .",moderate south EOS_Z1 phone,moderate south EOS_Z1 address phone,<go> the phone number is phone_SLOT . is there anything else i can help you with ?,the address of name_SLOT is address_SLOT and the phone number is phone_SLOT .,35,14,True
554,1,yes sure . there is only on italian restaurant called name_SLOT in the east . what else do you want to know ? EOS_M what is their address please ?,italian east EOS_Z1 address,italian east EOS_Z1 address,<go> name_SLOT is located at address_SLOT . is there anything else i can help you with ?,the address for name_SLOT is address_SLOT . can i help you with anything else ?,31,16,True
655,1,"you would like a restaurant serving french food . do you have a preference to what area it is located ? EOS_M i do n't care . please give me address , phone number , and postcode .",french EOS_Z1 address phone postcode,french EOS_Z1 address phone postcode,<go> name_SLOT is located at address_SLOT and their phone number is phone_SLOT and their postcode is postcode_SLOT . is there anything else i can help you with ?,"i can recommend 2 restaurants serving french cuisine : name_SLOT , located at address_SLOT postcode_SLOT , phone number phone_SLOT or name_SLOT located at address_SLOT , postcode_SLOT , phone number phone_SLOT",39,31,True
640,1,name_SLOT is an food_SLOT restaurant in the south of town in the moderate price range . EOS_M what type of food are they . what is their address ?,moderate south EOS_Z1 address food,moderate south EOS_Z1 address food,<go> name_SLOT is located at address_SLOT . is there anything else i can help you with ?,they serve food_SLOT food . the address is address_SLOT .,30,11,True
564,1,"name_SLOT is a cheap restaurant that serves mediterranean food . is the area_SLOT part of town okay for you ? EOS_M yes , thank you . could you tell me the address and phone number of that restaurant ?",mediterranean cheap EOS_Z1 address phone,mediterranean cheap centre EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,"certainly , name_SLOT is located at address_SLOT and can be reached at phone_SLOT . may i be of further assistance ?",40,22,True
623,1,"name_SLOT is located in the town centre EOS_M can you tell me the address , phone number , and postcode of little seoul , please ?",korean centre EOS_Z1 address phone postcode,korean centre EOS_Z1 address phone postcode,<go> name_SLOT is located at address_SLOT and the postcode is postcode_SLOT and the postcode is postcode_SLOT and the postcode is postcode_SLOT . is there anything else i can help you with ?,"sure , name_SLOT is located at address_SLOT . its phone number is phone_SLOT and the postcode is postcode_SLOT . is there anything i can help you with ?",27,29,True
668,1,here is a list of restaurants located in the south side of town in the moderate price range EOS_M may i have the address and phone number please,moderate south EOS_Z1 address phone,moderate south EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,name_SLOT is at address_SLOT and phone number is phone_SLOT .,29,11,True
556,1,name_SLOT is in the south part of town and in the moderate price range . would you like their location ? EOS_M address and postcode please,moderate south EOS_Z1 address postcode,moderate south EOS_Z1 address postcode,<go> name_SLOT is located at address_SLOT and the postcode is postcode_SLOT . the phone number is phone_SLOT . is there anything else i can help you with ?,their address is address_SLOT and their postcode is postcode_SLOT . is there anything else i can do for you today ?,27,22,True
643,1,there are two moderately priced restaurants in the south area . would you like food_SLOT or food_SLOT ? EOS_M is there anything else ? can i get the phone number please ?,moderate south EOS_Z1 phone,moderate south EOS_Z1 phone,<go> the phone number is phone_SLOT . is there anything else i can help you with ?,the name_SLOT is located in the south part of town and is in the moderate price range . their phone number is phone_SLOT . may i help you with anything else ?,33,33,True
653,1,the name_SLOT serves gastropub food . EOS_M can i have the address and postcode .,gastropub EOS_Z1 address postcode,gastropub EOS_Z1 address postcode,<go> name_SLOT is located at address_SLOT and their postcode is postcode_SLOT . is there anything else i can help you with ?,"the address is address_SLOT , postcode_SLOT .",16,8,True
601,1,"there is the name_SLOT at the city center , would you like to have the address ? EOS_M what is the address and phone number ?",lebanese moderate EOS_Z1 address phone,lebanese moderate EOS_Z1 address phone,<go> the address is address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,address is address_SLOT and phone number is phone_SLOT,27,9,True
544,1,the name_SLOT restaraunt serves lebanese food and is in the moderate price range . EOS_M tell me the address and phone number of ali baba restaraunt .,lebanese moderate EOS_Z1 address phone,lebanese moderate EOS_Z1 address phone,<go> the address is address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,their address is address_SLOT and their phone number is phone_SLOT .,28,12,True
660,1,"ok , so you would like a turkish restaurant . in what area would you like to eat ? EOS_M any area would be fine ! could i please get the address and postcode of a turkish restaurant ?",turkish EOS_Z1 address postcode,turkish EOS_Z1 address postcode,<go> name_SLOT is located at address_SLOT and their postcode is postcode_SLOT . is there anything else i can help you with ?,"name_SLOT is a turkish restaurant at address_SLOT , postcode_SLOT . is there anything else i can help you with today ?",40,22,True
671,1,there is a place called name_SLOT that specializes in food_SLOT food on the south side of town . EOS_M what is the address and postcode ?,cheap south EOS_Z1 address postcode,cheap south EOS_Z1 address postcode,<go> the address is address_SLOT and the postcode is postcode_SLOT . is there anything else i can help you with ?,the phone number is phone_SLOT and the postcode is postcode_SLOT,27,11,True
644,1,"unfortunately there are no thai restaurants in the north , do you want to change an area to look for ? EOS_M how about west area ? i also want the address , phone number , and price range ?",thai west EOS_Z1 address phone pricerange,thai west EOS_Z1 address phone pricerange,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,"name_SLOT servers thai food and is pricerange_SLOT in the west . their phone number is phone_SLOT the address is address_SLOT , it there anything i can help you with ?",41,31,True
666,1,"there are three moderately priced restaurants in the west part of town . do you prefer food_SLOT , food_SLOT , or food_SLOT ? EOS_M can i have the address and phone number of the italian location ?",italian moderate west EOS_Z1 address phone,italian moderate west EOS_Z1 address phone,<go> name_SLOT is located at address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,"name_SLOT is at address_SLOT , and can be reached at phone_SLOT . can i be of further assistance ?",38,20,True
632,2,"their phone number is phone_SLOT . their address is address_SLOT , postcode postcode_SLOT . EOS_M thank you . goodbye .",moderate east EOS_Z1,moderate east EOS_Z1,<go> thank you,you 're welcome . thank you for calling . goodbye .,21,12,True
578,2,"name_SLOT 's phone number is phone_SLOT and their postcode is postcode_SLOT . can i help you with anything else ? EOS_M that will be all , thank you . goodbye .",thai EOS_Z1,thai EOS_Z1,<go> thank you for using our system . good bye,"thank you for using this system , goodbye !",32,10,True
654,2,"name_SLOT serves food_SLOT food . EOS_M thank you , goodbye .",moderate south EOS_Z1,moderate south EOS_Z1,"<go> thank you , goodbye",you 're very welcome . have a good evening .,12,11,True
649,2,thank you and have a wonderful day ! EOS_M thanks again . goodbye !,chinese south EOS_Z1,chinese south EOS_Z1,<go> thank you for using the cambridge restaurant system . goodbye .,thank you for using the cambridge restaurant system . goodbye .,15,12,True
628,2,phone_SLOT will that be all ? EOS_M thank you that 's all,gastropub moderate EOS_Z1,gastropub moderate EOS_Z1,"<go> thank you , goodbye .",you 're welcome !,13,5,True
591,2,"how about name_SLOT , they serve british food and are in the expensive price range , their phone number is phone_SLOT . EOS_M perfect ! thanks , <unk> !",british expensive EOS_Z1,british expensive EOS_Z1,<go> name_SLOT is a nice british restaurant,you 're welcome . good bye .,30,8,True
549,2,"name_SLOT is in the pricerange_SLOT price range . their phone number is phone_SLOT and they are located at address_SLOT . would you like anything else ? EOS_M no , that takes care of it . thank you for your help .",french north EOS_Z1,french north EOS_Z1,<go> thank you for using the cambridge restaurant system .,thank you for using our system . good bye,42,10,True
566,2,name_SLOT is a mexican restaurant located in the south part of town in the expensive price range . their phone number is phone_SLOT and their address is address_SLOT . EOS_M thank you . goodbye .,mexican expensive south EOS_Z1,mexican expensive south EOS_Z1,"<go> thank you , goodbye .",goodbye .,36,3,True
648,2,name_SLOT is located at address_SLOT and their phone number is phone_SLOT . EOS_M thank you goodbye,italian expensive EOS_Z1,italian expensive EOS_Z1,<go> you 're welcome .,enjoy your meal !,17,5,True
636,2,"name_SLOT is a great , but pricerange_SLOT , chinese restaurant . they are located at address_SLOT . is there anything else i can do for you ? EOS_M thank you goodbye",chinese east EOS_Z1,chinese east EOS_Z1,<go> thank you for using the cambridge restaurant system . goodbye .,goodbye .,32,3,True
665,2,"they are at address_SLOT , and their number is phone_SLOT . EOS_M thank you . good bye .",cheap east EOS_Z1,cheap east EOS_Z1,"<go> thank you , goodbye .",thank you and goodbye !,19,6,True
613,2,the indian restaurant is located at address_SLOT and the phone number is phone_SLOT EOS_M thank you very much,indian moderate north EOS_Z1,moderate north indian EOS_Z1,<go> you 're welcome .,thank you for using the cambridge restaurant phone system . enjoy your meal !,19,15,True
609,2,"their phone number is phone_SLOT . is there anything else i can help you with today ? EOS_M thank you , goodbye .",lebanese EOS_Z1,lebanese EOS_Z1,<go> thank you,thank you goodbye,24,4,True
587,2,"name_SLOT is phone number is phone_SLOT . EOS_M i 'm not sure where on the south side i 'm <unk> to be . could you suggest an <unk> restaurant and give me their information , too ?",moderate south EOS_Z1,moderate south EOS_Z1,<go> name_SLOT is a food_SLOT restaurant in the south part of town,"the only other option is name_SLOT . their phone number is phone_SLOT , their address is address_SLOT and their postcode is postcode_SLOT .",38,24,True
577,2,the address of name_SLOT is address_SLOT and the phone number is phone_SLOT . EOS_M thank you goodbye .,moderate south EOS_Z1,moderate south EOS_Z1,"<go> thank you , goodbye .",thank you and good bye .,19,7,True
554,2,"the address for name_SLOT is address_SLOT . can i help you with anything else ? EOS_M thank you , goodbye .",italian east EOS_Z1,italian east EOS_Z1,<go> thank you for using our system . good bye,thank you .,22,4,True
655,2,"i can recommend 2 restaurants serving french cuisine : name_SLOT , located at address_SLOT postcode_SLOT , phone number phone_SLOT or name_SLOT located at address_SLOT , postcode_SLOT , phone number phone_SLOT EOS_M thank you good bye",french EOS_Z1,french EOS_Z1,<go> you 're welcome .,you are welcome .,36,5,True
640,2,they serve food_SLOT food . the address is address_SLOT . EOS_M thank you . good bye,moderate south EOS_Z1,moderate south EOS_Z1,"<go> thank you , goodbye .",you 're welcome . enjoy !,17,7,True
564,2,"certainly , name_SLOT is located at address_SLOT and can be reached at phone_SLOT . may i be of further assistance ? EOS_M the gardenia sounds good . thanks .",mediterranean cheap EOS_Z1,mediterranean cheap centre EOS_Z1,<go> name_SLOT is a nice mediterranean restaurant,good bye .,30,4,True
623,2,"sure , name_SLOT is located at address_SLOT . its phone number is phone_SLOT and the postcode is postcode_SLOT . is there anything i can help you with ? EOS_M thank you , goodbye .",korean centre EOS_Z1,korean centre EOS_Z1,<go> thank you,"thank you , goodbye .",35,6,True
668,2,name_SLOT is at address_SLOT and phone number is phone_SLOT . EOS_M thank you . goodbye .,moderate south EOS_Z1,moderate south EOS_Z1,"<go> thank you , goodbye .",thank you ! goodbye .,17,6,True
556,2,"their address is address_SLOT and their postcode is postcode_SLOT . is there anything else i can do for you today ? EOS_M no , thank you , goodbye .",moderate south EOS_Z1,moderate south EOS_Z1,<go> thank you for using our system . good bye,enjoy your meal !,30,5,True
643,2,the name_SLOT is located in the south part of town and is in the moderate price range . their phone number is phone_SLOT . may i help you with anything else ? EOS_M thank you goodbye .,moderate south EOS_Z1,moderate south EOS_Z1,<go> thank you,"yes , goodbye .",38,5,True
653,2,"the address is address_SLOT , postcode_SLOT . EOS_M thank you , goodbye",gastropub EOS_Z1,gastropub EOS_Z1,<go> you 're welcome . good bye .,thank you for using the cambridge restaurant system phone <unk> . enjoy your meal !,13,16,True
601,2,address is address_SLOT and phone number is phone_SLOT EOS_M thank you . goodbye !,lebanese moderate EOS_Z1,lebanese moderate EOS_Z1,<go> you 're welcome . goodbye .,thank you . good bye !,15,7,True
544,2,their address is address_SLOT and their phone number is phone_SLOT . EOS_M thank you bye bye,lebanese moderate EOS_Z1,lebanese moderate EOS_Z1,<go> you 're welcome . goodbye .,thank you for using the cambridge restaurant phone system . enjoy your meal !,17,15,True
660,2,"name_SLOT is a turkish restaurant at address_SLOT , postcode_SLOT . is there anything else i can help you with today ? EOS_M thank you goodbye .",turkish EOS_Z1,turkish EOS_Z1,<go> thank you for using our system . good bye,"thank you , goodbye .",27,6,True
671,2,"the phone number is phone_SLOT and the postcode is postcode_SLOT EOS_M thank you , goodbye .",cheap south EOS_Z1,cheap south EOS_Z1,<go> thank you,thank you for using our system ! have a great day !,17,13,True
644,2,"name_SLOT servers thai food and is pricerange_SLOT in the west . their phone number is phone_SLOT the address is address_SLOT , it there anything i can help you with ? EOS_M no , thank you . goodbye .",thai west EOS_Z1,thai west EOS_Z1,<go> thank you for using our system . good bye,enjoy your meal .,39,5,True
666,2,"name_SLOT is at address_SLOT , and can be reached at phone_SLOT . can i be of further assistance ? EOS_M that 's it . thank you , goodbye",italian moderate west EOS_Z1,italian moderate west EOS_Z1,<go> you 're welcome . good bye .,thank you for using our system . good bye,29,10,True
575,0,i want to find a cheap restaurant in the east part of town . what is the address and postcode ?,cheap east EOS_Z1 address postcode,cheap east EOS_Z1 address postcode,<go> name_SLOT is located at address_SLOT and the postcode is postcode_SLOT,"name_SLOT fits your criteria . it is on address_SLOT , postode <unk>",22,13,True
637,0,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,lebanese centre EOS_Z1 address phone,lebanese centre EOS_Z1 address phone,<go> there is a lebanese restaurant in the centre of town . is there anything else i can help you with ?,name_SLOT is a lebanese restaurant in the centre area . its address is <unk> hills road city . phone number is phone_SLOT,20,23,True
560,0,a french restaurant in the centre part of town . please give me address and phone number .,french centre EOS_Z1 address phone,french centre EOS_Z1 address phone,<go> name_SLOT is a french restaurant in the centre of town . is there anything else i can help you with ?,name_SLOT can be reached at phone_SLOT and is at address_SLOT . do you require any additional information ?,19,19,True
645,0,"i want to find an expensive restaurant and serves european food . can i also have the address , phone number and its area . ?",european expensive EOS_Z1 address area phone,european expensive EOS_Z1 address area phone,<go> name_SLOT is an expensive european restaurant in the area_SLOT area of town . their address is address_SLOT and the phone number is phone_SLOT . is there anything else i can help you with ?,name_SLOT is a european restaurant in the area_SLOT area . their address is address_SLOT and phone number phone_SLOT .,27,20,True
